sample_id,cluster,alpha,simpson,river.id,sample.type,location.id,sampling.type,replicate.id,original.id,Date,Start_Time,Time_zone,Stream_Name,Stream_Order,City,State_or_Province,Country,General_Vegetation,Weather,Hydrogeomorphology,River_Gradient,Intermittent_or_Perennial,Sediment,Distance_DS.and.MS_meters,Distance_MS.and.US_meters,Primary.Sources.Flow.Variation,pH,Temp_degC,DO_perc.sat,DO_mg.per.L,Algal.Mat.Coverage,Depositional.Type,Latitude_dec.deg,Longitude_dec.deg,Macrophyte.Coverage,Sunlight.Access_Perc.Canopy.Cover,Water.Column.Height_cm,Sampler_Organization,Associated_Site,Sampler_Name,Approx.Distance.From.Gauge_meters,Discharge_Link,US.or.DS.of.Gauge,Gauge_Latitude_dec.deg,Gauge_Longitude_dec.deg,Met.Station.Nearby,Met.Station,Precipitation.Within.Week,Number.Days.Since.Precip,Dam.Upstream.Site,Dam,Contamination.Source.Upstream,Contamination.Source,Water.Quality.Data.Available,Water.Quality.Data,Known.Data,Published.Work.On.Site,Published.Work,Notes,Study_Code,resprate_mg.L.h,resp.inc.time.min,resp.r2,resp.pval,NPOC_mg.L.asC,del2H_permil,del18O_permil,Cl_mgL,SO4_mgL,NO3_mgL,NO2_mgL,F_mgL
SW_S19S.0027_U_1,Average,2474,0.999595796,S19S.0027,SW,U,,1.0,S19S_0027_ICR.1_p05,13-Aug-19,11:47,MST,West St. Louis Creek,1.0,Fraser,Colorado,USA,Needleleaf evergreen tree. Shrub,Partly cloudy,Single-channel meandering,Relatively steep gradient (e.g. mountainous or hilly terrain),Perennial,Gravel/cobble (>2mm),24.0,13.0,Natural flow (seasonal). Glacial melt,6.5,7.1,109.6,9.57,,,,,,,,Battelle-NEON,National Ecological Observatory (NEON) site: WLOU,Richard Lehrter,2,https://data.neonscience.org/home,Upstream,39.890669,-105.911314,Yes,https://data.neonscience.org/home (WLOU),Yes,1,No,,No,,Yes,https://data.neonscience.org/home,https://data.neonscience.org/home,No,,,WHONDRS_S19S,,,,,1.16,-121.5,-16.04,0.2,1.99,0.12,0.04,0.04
SW_S19S.0027_U_2,Average,2659,0.999623919,S19S.0027,SW,U,,2.0,S19S_0027_ICR.2_p05,13-Aug-19,11:47,MST,West St. Louis Creek,1.0,Fraser,Colorado,USA,Needleleaf evergreen tree. Shrub,Partly cloudy,Single-channel meandering,Relatively steep gradient (e.g. mountainous or hilly terrain),Perennial,Gravel/cobble (>2mm),24.0,13.0,Natural flow (seasonal). Glacial melt,6.5,7.1,109.6,9.57,,,,,,,,Battelle-NEON,National Ecological Observatory (NEON) site: WLOU,Richard Lehrter,2,https://data.neonscience.org/home,Upstream,39.890669,-105.911314,Yes,https://data.neonscience.org/home (WLOU),Yes,1,No,,No,,Yes,https://data.neonscience.org/home,https://data.neonscience.org/home,No,,,WHONDRS_S19S,,,,,1.39,,,0.16,1.93,0.12,0.04,0.05
SW_S19S.0027_U_3,Average,2444,0.999590835,S19S.0027,SW,U,,3.0,S19S_0027_ICR.3_p05,13-Aug-19,11:47,MST,West St. Louis Creek,1.0,Fraser,Colorado,USA,Needleleaf evergreen tree. Shrub,Partly cloudy,Single-channel meandering,Relatively steep gradient (e.g. mountainous or hilly terrain),Perennial,Gravel/cobble (>2mm),24.0,13.0,Natural flow (seasonal). Glacial melt,6.5,7.1,109.6,9.57,,,,,,,,Battelle-NEON,National Ecological Observatory (NEON) site: WLOU,Richard Lehrter,2,https://data.neonscience.org/home,Upstream,39.890669,-105.911314,Yes,https://data.neonscience.org/home (WLOU),Yes,1,No,,No,,Yes,https://data.neonscience.org/home,https://data.neonscience.org/home,No,,,WHONDRS_S19S,,,,,1.2,,,0.16,1.99,0.12,0.04,0.04
SW_S19S.0028_U_1,Average,2118,0.999527856,S19S.0028,SW,U,,1.0,S19S_0028_ICR.1_p05,6-Aug-19,9:59,MST,Sycamore Creek,4.0,Mesa,Arizona,USA,Broadleaf deciduous tree. Shrub,Overcast,Multi-channel,Relatively steep gradient (e.g. mountainous or hilly terrain),Intermittent,Sand,19.0,26.0,Natural flow (seasonal),7.5,23.8,,,,,,,,,,Battelle-NEON,National Ecological Observatory (NEON) site: SYCA,Rachel More-Hla,12,,Downstream,,,Yes,,Yes,0,No,,No,,Yes,,,Yes,,,WHONDRS_S19S,,,,,1.31,-59.3,-8.44,10.98,14.1,0.12,0.04,0.57
SW_S19S.0028_U_2,Average,2561,0.999609528,S19S.0028,SW,U,,2.0,S19S_0028_ICR.2_p05,6-Aug-19,9:59,MST,Sycamore Creek,4.0,Mesa,Arizona,USA,Broadleaf deciduous tree. Shrub,Overcast,Multi-channel,Relatively steep gradient (e.g. mountainous or hilly terrain),Intermittent,Sand,19.0,26.0,Natural flow (seasonal),7.5,23.8,,,,,,,,,,Battelle-NEON,National Ecological Observatory (NEON) site: SYCA,Rachel More-Hla,12,,Downstream,,,Yes,,Yes,0,No,,No,,Yes,,,Yes,,,WHONDRS_S19S,,,,,1.96,,,10.87,13.85,0.12,0.04,0.6
SW_S19S.0028_U_3,Average,2541,0.999606454,S19S.0028,SW,U,,3.0,S19S_0028_ICR.3_p05,6-Aug-19,9:59,MST,Sycamore Creek,4.0,Mesa,Arizona,USA,Broadleaf deciduous tree. Shrub,Overcast,Multi-channel,Relatively steep gradient (e.g. mountainous or hilly terrain),Intermittent,Sand,19.0,26.0,Natural flow (seasonal),7.5,23.8,,,,,,,,,,Battelle-NEON,National Ecological Observatory (NEON) site: SYCA,Rachel More-Hla,12,,Downstream,,,Yes,,Yes,0,No,,No,,Yes,,,Yes,,,WHONDRS_S19S,,,,,1.94,,,10.79,13.64,0.12,0.04,0.57
SW_S19S.0029_U_2,Average,2571,0.999611046,S19S.0029,SW,U,,2.0,S19S_0029_ICR.2_p05,5-Aug-19,10:52,MST,Red Butte Creek,3.0,Salt Lake City,Utah,USA,Broadleaf deciduous tree,Partly cloudy,Single-channel meandering,Relatively steep gradient (e.g. mountainous or hilly terrain),Perennial,Gravel/cobble (>2mm),10.0,30.0,Natural flow (seasonal),7.5,12,90,9.72,,,,,,,,Battelle-NEON,National Ecological Observatory (NEON) site: REDB,Beth Johnston,20,,Downstream,40.78474,-111.795706,No,,Yes,5,No,,No,,Yes,stable isotope. soil water content and salinity. SpC in groundwater. nitrate. PAR at water surface. temperature. chemical properties of surface water. dissolved gases. reaeration. water quality ,450 - 800,Yes,Ehleringer. J. R.. Arnow. L. A.. Arnow. T.. NcNulty. I. B.. Negus. N.. C.  (1992).  Red Butte Canyon Research Natural Area: History. Flora. Geology. Climate. and Ecology.  The Great Basin Naturalist. 52(2). 95 - 121.,,WHONDRS_S19S,,,,,0.73,,,10.25,75.5,0.24,0.04,0.12
SW_S19S.0029_U_3,Average,2579,0.999612253,S19S.0029,SW,U,,3.0,S19S_0029_ICR.3_p05,5-Aug-19,10:52,MST,Red Butte Creek,3.0,Salt Lake City,Utah,USA,Broadleaf deciduous tree,Partly cloudy,Single-channel meandering,Relatively steep gradient (e.g. mountainous or hilly terrain),Perennial,Gravel/cobble (>2mm),10.0,30.0,Natural flow (seasonal),7.5,12,90,9.72,,,,,,,,Battelle-NEON,National Ecological Observatory (NEON) site: REDB,Beth Johnston,20,,Downstream,40.78474,-111.795706,No,,Yes,5,No,,No,,Yes,stable isotope. soil water content and salinity. SpC in groundwater. nitrate. PAR at water surface. temperature. chemical properties of surface water. dissolved gases. reaeration. water quality ,450 - 800,Yes,Ehleringer. J. R.. Arnow. L. A.. Arnow. T.. NcNulty. I. B.. Negus. N.. C.  (1992).  Red Butte Canyon Research Natural Area: History. Flora. Geology. Climate. and Ecology.  The Great Basin Naturalist. 52(2). 95 - 121.,,WHONDRS_S19S,,,,,0.81,,,10.08,74.24,0.12,0.04,0.11
SW_S19S.0030_U_1,Average,1950,0.999487179,S19S.0030,SW,U,,1.0,S19S_0030_ICR.1_p05,13-Aug-19,10:45,PST,Martha Creek,2.0,Stabler,Washington,USA,Needleleaf evergreen tree. Broadleaf deciduous tree,Sunny,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),40.0,30.0,Natural flow (seasonal),6,14.7,89.1,9.1,,,,,,,,Battelle-NEON,National Ecological Observatory (NEON) site: MART,Alex Keithline,30,https://data.neonscience.org/home,Downstream,45.79235,-121.929322,Yes,https://data.neonscience.org/home (MART),Yes,2,No,,No,,Yes,Multisonde (turbidity. pH. fDOM. conductivity. Alg/Chl. DO). SUNA Nitrate Analyzer. multiple years of water grab data.,Specific Conductivity tends to be around 30-40 uS/cm year round.  See https://www.neonscience.org/data for all data from MART.,No,,Flows were/are very low at time of sampling.  ,WHONDRS_S19S,,,,,0.45,-70.1,-10.36,0.67,0.3,0.24,0.04,0.03
SW_S19S.0030_U_3,Least,1756,0.999430524,S19S.0030,SW,U,,3.0,S19S_0030_ICR.3_p05,13-Aug-19,10:45,PST,Martha Creek,2.0,Stabler,Washington,USA,Needleleaf evergreen tree. Broadleaf deciduous tree,Sunny,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),40.0,30.0,Natural flow (seasonal),6,14.7,89.1,9.1,,,,,,,,Battelle-NEON,National Ecological Observatory (NEON) site: MART,Alex Keithline,30,https://data.neonscience.org/home,Downstream,45.79235,-121.929322,Yes,https://data.neonscience.org/home (MART),Yes,2,No,,No,,Yes,Multisonde (turbidity. pH. fDOM. conductivity. Alg/Chl. DO). SUNA Nitrate Analyzer. multiple years of water grab data.,Specific Conductivity tends to be around 30-40 uS/cm year round.  See https://www.neonscience.org/data for all data from MART.,No,,Flows were/are very low at time of sampling.  ,WHONDRS_S19S,,,,,0.53,,,0.79,0.35,6.61,0.04,0.03
SW_S19S.0031_U_1,Average,2016,0.999503968,S19S.0031,SW,U,,1.0,S19S_0031_ICR.1_p05,19-Aug-19,14:14,PDT,McRae Creek,1.0,Blue River,Oregon,USA,Needleleaf evergreen tree. Broadleaf deciduous tree,Sunny,Single-channel meandering,Relatively steep gradient (e.g.. mountainous or hilly terrain),Perennial,Gravel/cobble (>2mm),18.0,45.0,Natural flow (seasonal). Large woody debris,6,12.4,96.6,9.56,,,,,,,,Battelle-NEON,National Ecological Observatory (NEON) site: MCRA,Alex Keithline,31,https://data.neonscience.org/home,Downstream,,,Yes, https://data.neonscience.org/home (MCRA),No,,No,,No,,Yes,https://data.neonscience.org/home,,No,,,WHONDRS_S19S,,,,,0.5,-75.7,-10.44,0.55,0.26,0.12,0.04,0.02
SW_S19S.0031_U_2,Least,1397,0.99928418,S19S.0031,SW,U,,2.0,S19S_0031_ICR.2_p05,19-Aug-19,14:14,PDT,McRae Creek,1.0,Blue River,Oregon,USA,Needleleaf evergreen tree. Broadleaf deciduous tree,Sunny,Single-channel meandering,Relatively steep gradient (e.g.. mountainous or hilly terrain),Perennial,Gravel/cobble (>2mm),18.0,45.0,Natural flow (seasonal). Large woody debris,6,12.4,96.6,9.56,,,,,,,,Battelle-NEON,National Ecological Observatory (NEON) site: MCRA,Alex Keithline,31,https://data.neonscience.org/home,Downstream,,,Yes, https://data.neonscience.org/home (MCRA),No,,No,,No,,Yes,https://data.neonscience.org/home,,No,,,WHONDRS_S19S,,,,,0.45,,,0.53,0.25,0.12,0.04,0.02
SW_S19S.0031_U_3,Least,1595,0.999373041,S19S.0031,SW,U,,3.0,S19S_0031_ICR.3_p05,19-Aug-19,14:14,PDT,McRae Creek,1.0,Blue River,Oregon,USA,Needleleaf evergreen tree. Broadleaf deciduous tree,Sunny,Single-channel meandering,Relatively steep gradient (e.g.. mountainous or hilly terrain),Perennial,Gravel/cobble (>2mm),18.0,45.0,Natural flow (seasonal). Large woody debris,6,12.4,96.6,9.56,,,,,,,,Battelle-NEON,National Ecological Observatory (NEON) site: MCRA,Alex Keithline,31,https://data.neonscience.org/home,Downstream,,,Yes, https://data.neonscience.org/home (MCRA),No,,No,,No,,Yes,https://data.neonscience.org/home,,No,,,WHONDRS_S19S,,,,,0.91,,,1.26,2.6,0.12,0.05,0.03
SW_S19S.0032_U_1,Average,2534,0.999605367,S19S.0032,SW,U,,1.0,S19S_0032_ICR.1_p05,26-Aug-19,12:35,PDT,Teakettle 2 Creek,1.0,Sierra National Forest ,California,USA,Needleleaf evergreen tree. Shrub,Partly cloudy,Single-channel meandering,Relatively steep gradient (e.g. mountainous or hilly terrain),Perennial,Gravel/cobble (>2mm),64.0,10.0,Natural flow (seasonal),7,13.1,87.5,9.35,,,,,,,,Battelle-NEON D17,National Ecological Observatory (NEON) site: RECR,Erin Crandall,<100,https://data.neonscience.org/home,,36.95521,-119.02348,Yes,,No,,No,,No,,Yes,pH. DO. turbidity. chlorophyll. fDOM. nitrate. conductivity. temperature. pressure ,<40 uS/cm,,,,WHONDRS_S19S,,,,,1.75,-87.7,-12.63,0.47,2.18,0.18,0.04,0.03
SW_S19S.0032_U_2,Average,2880,0.999652778,S19S.0032,SW,U,,2.0,S19S_0032_ICR.2_p05,26-Aug-19,12:35,PDT,Teakettle 2 Creek,1.0,Sierra National Forest ,California,USA,Needleleaf evergreen tree. Shrub,Partly cloudy,Single-channel meandering,Relatively steep gradient (e.g. mountainous or hilly terrain),Perennial,Gravel/cobble (>2mm),64.0,10.0,Natural flow (seasonal),7,13.1,87.5,9.35,,,,,,,,Battelle-NEON D17,National Ecological Observatory (NEON) site: RECR,Erin Crandall,<100,https://data.neonscience.org/home,,36.95521,-119.02348,Yes,,No,,No,,No,,Yes,pH. DO. turbidity. chlorophyll. fDOM. nitrate. conductivity. temperature. pressure ,<40 uS/cm,,,,WHONDRS_S19S,,,,,1.93,,,1.99,1.52,0.12,0.04,0.09
SW_S19S.0032_U_3,Average,3018,0.999668655,S19S.0032,SW,U,,3.0,S19S_0032_ICR.3_p05,26-Aug-19,12:35,PDT,Teakettle 2 Creek,1.0,Sierra National Forest ,California,USA,Needleleaf evergreen tree. Shrub,Partly cloudy,Single-channel meandering,Relatively steep gradient (e.g. mountainous or hilly terrain),Perennial,Gravel/cobble (>2mm),64.0,10.0,Natural flow (seasonal),7,13.1,87.5,9.35,,,,,,,,Battelle-NEON D17,National Ecological Observatory (NEON) site: RECR,Erin Crandall,<100,https://data.neonscience.org/home,,36.95521,-119.02348,Yes,,No,,No,,No,,Yes,pH. DO. turbidity. chlorophyll. fDOM. nitrate. conductivity. temperature. pressure ,<40 uS/cm,,,,WHONDRS_S19S,,,,,2.4,,,0.22,0.16,0.12,0.04,0.02
SW_S19S.0033_U_2,Average,2479,0.999596612,S19S.0033,SW,U,,2.0,S19S_0033_ICR.2_p05,12-Aug-19,13:55,PDT,Big Creek ,2.0,Auberry,California ,USA,Needleleaf evergreen tree. Broadleaf deciduous tree,Sunny,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),60.0,30.0,Natural flow (seasonal),7,16.6,97.3,9.46,,,,,,,,Battelle-NEON D17,National Ecological Observatory (NEON) site: BIGC,Erin Crandall,,https://data.neonscience.org,,,,Yes,https://data.neonscience.org/home (BIGC),No,,No,,No,,Yes,pH. turbidity. conductivity. chlorophyll. DO. fDOM. nitrate ,100-200 uS/cm specific conductivity range - https://data.neonscience.org,,,,WHONDRS_S19S,,,,,1.18,,,22.6,9.56,0.12,0.04,0.41
SW_S19S.0033_U_3,Average,2634,0.999620349,S19S.0033,SW,U,,3.0,S19S_0033_ICR.3_p05,12-Aug-19,13:55,PDT,Big Creek ,2.0,Auberry,California ,USA,Needleleaf evergreen tree. Broadleaf deciduous tree,Sunny,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),60.0,30.0,Natural flow (seasonal),7,16.6,97.3,9.46,,,,,,,,Battelle-NEON D17,National Ecological Observatory (NEON) site: BIGC,Erin Crandall,,https://data.neonscience.org,,,,Yes,https://data.neonscience.org/home (BIGC),No,,No,,No,,Yes,pH. turbidity. conductivity. chlorophyll. DO. fDOM. nitrate ,100-200 uS/cm specific conductivity range - https://data.neonscience.org,,,,WHONDRS_S19S,,,,,1.21,,,22.51,9.12,0.12,0.04,0.38
SW_S19S.0034_U_1,Average,2679,0.999626726,S19S.0034,SW,U,,1.0,S19S_0034_ICR.1_p05,5-Aug-19,10:30,MDT,La Jara,1.0,Los Alamos,New Mexico,USA,Needleleaf evergreen tree. Grass,Partly cloudy. Overcast,Single-channel straight,Relatively steep gradient (e.g. mountainous or hilly terrain),Perennial,Gravel/cobble (>2mm),25.0,25.0,Natural flow (seasonal),7,13.8,94,,,,,,,,,CZO (Jemez/Valle Caldera),NSF Critical Zone Observatory (CZO) site: Jemez/Valle Caldera,Adam Killebrew,85,https://criticalzone.org/catalina-jemez/data/datasets/#streamflow-discharge,Downstream,,,Yes,https://criticalzone.org/catalina-jemez/data/datasets/#meteorology,Yes,1,No,,No,,Yes,pH. DO. Temp. EC. cations. anions. dissolved solids. etc.,,Yes,,Upper and lowest locations for sampling were less than 1( m^2). Originating from a resurgent dome in the valle caldera. NM. the La Jara stream is likely first order. spring fed with various groundwater contributions. and experiences Spring snowmelt contributions. The La Jara watershed is as high as 11.250 ft and the sampling location was  at  8000ft.,WHONDRS_S19S,,,,,1.34,-84.5,-11.76,0.5,3.5,1.17,0.04,0.05
SW_S19S.0034_U_2,Average,2164,0.999537893,S19S.0034,SW,U,,2.0,S19S_0034_ICR.2_p05,5-Aug-19,10:30,MDT,La Jara,1.0,Los Alamos,New Mexico,USA,Needleleaf evergreen tree. Grass,Partly cloudy. Overcast,Single-channel straight,Relatively steep gradient (e.g. mountainous or hilly terrain),Perennial,Gravel/cobble (>2mm),25.0,25.0,Natural flow (seasonal),7,13.8,94,,,,,,,,,CZO (Jemez/Valle Caldera),NSF Critical Zone Observatory (CZO) site: Jemez/Valle Caldera,Adam Killebrew,85,https://criticalzone.org/catalina-jemez/data/datasets/#streamflow-discharge,Downstream,,,Yes,https://criticalzone.org/catalina-jemez/data/datasets/#meteorology,Yes,1,No,,No,,Yes,pH. DO. Temp. EC. cations. anions. dissolved solids. etc.,,Yes,,Upper and lowest locations for sampling were less than 1( m^2). Originating from a resurgent dome in the valle caldera. NM. the La Jara stream is likely first order. spring fed with various groundwater contributions. and experiences Spring snowmelt contributions. The La Jara watershed is as high as 11.250 ft and the sampling location was  at  8000ft.,WHONDRS_S19S,,,,,1.42,,,0.45,3.62,1.12,0.04,0.05
SW_S19S.0034_U_3,Average,2553,0.999608304,S19S.0034,SW,U,,3.0,S19S_0034_ICR.3_p05,5-Aug-19,10:30,MDT,La Jara,1.0,Los Alamos,New Mexico,USA,Needleleaf evergreen tree. Grass,Partly cloudy. Overcast,Single-channel straight,Relatively steep gradient (e.g. mountainous or hilly terrain),Perennial,Gravel/cobble (>2mm),25.0,25.0,Natural flow (seasonal),7,13.8,94,,,,,,,,,CZO (Jemez/Valle Caldera),NSF Critical Zone Observatory (CZO) site: Jemez/Valle Caldera,Adam Killebrew,85,https://criticalzone.org/catalina-jemez/data/datasets/#streamflow-discharge,Downstream,,,Yes,https://criticalzone.org/catalina-jemez/data/datasets/#meteorology,Yes,1,No,,No,,Yes,pH. DO. Temp. EC. cations. anions. dissolved solids. etc.,,Yes,,Upper and lowest locations for sampling were less than 1( m^2). Originating from a resurgent dome in the valle caldera. NM. the La Jara stream is likely first order. spring fed with various groundwater contributions. and experiences Spring snowmelt contributions. The La Jara watershed is as high as 11.250 ft and the sampling location was  at  8000ft.,WHONDRS_S19S,,,,,0.92,,,0.24,1.48,1.18,0.04,0.04
SW_S19S.0035_U_1,Average,2795,0.999642218,S19S.0035,SW,U,,1.0,S19S_0035_ICR.1_p05,12-Aug-19,14:09,MST,Marshall Gulch,1.0,Summerhaven,Arizona,USA,Needleleaf evergreen tree. Broadleaf deciduous tree,Sunny,Single-channel straight,Relatively steep gradient (e.g. mountainous or hilly terrain),Perennial,Gravel/cobble (>2mm),60.0,31.0,Natural flow (seasonal),6.5,18.4,63.1,5.88,,,,,,,,University of Arizona,NSF Critical Zone Observatory (CZO) site: Santa Catalina,Bryan Moravec,5,,Downstream,32.42728,-110.758821,Yes,,Yes,1,No,,No,,Yes,cations. anions. nutrients. stable isotopes,,Yes,,,WHONDRS_S19S,,,,,9.62,-44.6,-7.12,1.93,3.65,0.12,0.04,0.27
SW_S19S.0035_U_2,Average,2699,0.999629492,S19S.0035,SW,U,,2.0,S19S_0035_ICR.2_p05,12-Aug-19,14:09,MST,Marshall Gulch,1.0,Summerhaven,Arizona,USA,Needleleaf evergreen tree. Broadleaf deciduous tree,Sunny,Single-channel straight,Relatively steep gradient (e.g. mountainous or hilly terrain),Perennial,Gravel/cobble (>2mm),60.0,31.0,Natural flow (seasonal),6.5,18.4,63.1,5.88,,,,,,,,University of Arizona,NSF Critical Zone Observatory (CZO) site: Santa Catalina,Bryan Moravec,5,,Downstream,32.42728,-110.758821,Yes,,Yes,1,No,,No,,Yes,cations. anions. nutrients. stable isotopes,,Yes,,,WHONDRS_S19S,,,,,9.1,,,1.88,3.53,0.12,0.04,0.26
SW_S19S.0035_U_3,Average,2763,0.999638075,S19S.0035,SW,U,,3.0,S19S_0035_ICR.3_p05,12-Aug-19,14:09,MST,Marshall Gulch,1.0,Summerhaven,Arizona,USA,Needleleaf evergreen tree. Broadleaf deciduous tree,Sunny,Single-channel straight,Relatively steep gradient (e.g. mountainous or hilly terrain),Perennial,Gravel/cobble (>2mm),60.0,31.0,Natural flow (seasonal),6.5,18.4,63.1,5.88,,,,,,,,University of Arizona,NSF Critical Zone Observatory (CZO) site: Santa Catalina,Bryan Moravec,5,,Downstream,32.42728,-110.758821,Yes,,Yes,1,No,,No,,Yes,cations. anions. nutrients. stable isotopes,,Yes,,,WHONDRS_S19S,,,,,10.58,,,,,,,
SW_S19S.0036_U_1,Most,3000,0.999666667,S19S.0036,SW,U,,1.0,S19S_0036_ICR.1_p05,5-Aug-19,10:45,PDT,Columbia,8.0,Richland,Washington,USA,Broadleaf deciduous tree,Sunny,Single-channel straight,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),10.0,10.0,Dam (hydropower or other),7,11,,,,,,,,,,Pacific Northwest National Laboratory,US DOE Biological and Environmental Research (BER) Scientific Focus Area (SFA) watershed testbed site,Jackie Wells,95,https://waterdata.usgs.gov/usa/nwis/uv?site_no=12472800,Downstream,46.62888889,-119.8636111,Yes,Hanford 300A Met Station; https://www.hanford.gov/page.cfm/HMS/RealTimeMetData,No,,Yes one,Priest Rapids Dam,No,,Yes,SpC. DO. pH. ORP. NO3. Temp,,Yes,,Water significantly dropped during sampling.  After sed samples taken. new water column heights were: D: 19 cm. M: 12 cm. U: 16 cm,WHONDRS_S19S,,,,,1.34,-131.3,-17.24,2.23,12.11,0.89,0.04,0.11
SW_S19S.0036_U_2,Average,2236,0.999552773,S19S.0036,SW,U,,2.0,S19S_0036_ICR.2_p05,5-Aug-19,10:45,PDT,Columbia,8.0,Richland,Washington,USA,Broadleaf deciduous tree,Sunny,Single-channel straight,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),10.0,10.0,Dam (hydropower or other),7,11,,,,,,,,,,Pacific Northwest National Laboratory,US DOE Biological and Environmental Research (BER) Scientific Focus Area (SFA) watershed testbed site,Jackie Wells,95,https://waterdata.usgs.gov/usa/nwis/uv?site_no=12472800,Downstream,46.62888889,-119.8636111,Yes,Hanford 300A Met Station; https://www.hanford.gov/page.cfm/HMS/RealTimeMetData,No,,Yes one,Priest Rapids Dam,No,,Yes,SpC. DO. pH. ORP. NO3. Temp,,Yes,,Water significantly dropped during sampling.  After sed samples taken. new water column heights were: D: 19 cm. M: 12 cm. U: 16 cm,WHONDRS_S19S,,,,,0.94,,,1.95,11.52,1.05,0.04,0.09
SW_S19S.0036_U_3,Most,2625,0.999619048,S19S.0036,SW,U,,3.0,S19S_0036_ICR.3_p05,5-Aug-19,10:45,PDT,Columbia,8.0,Richland,Washington,USA,Broadleaf deciduous tree,Sunny,Single-channel straight,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),10.0,10.0,Dam (hydropower or other),7,11,,,,,,,,,,Pacific Northwest National Laboratory,US DOE Biological and Environmental Research (BER) Scientific Focus Area (SFA) watershed testbed site,Jackie Wells,95,https://waterdata.usgs.gov/usa/nwis/uv?site_no=12472800,Downstream,46.62888889,-119.8636111,Yes,Hanford 300A Met Station; https://www.hanford.gov/page.cfm/HMS/RealTimeMetData,No,,Yes one,Priest Rapids Dam,No,,Yes,SpC. DO. pH. ORP. NO3. Temp,,Yes,,Water significantly dropped during sampling.  After sed samples taken. new water column heights were: D: 19 cm. M: 12 cm. U: 16 cm,WHONDRS_S19S,,,,,1.1,,,2.09,11.77,0.99,0.04,0.1
SW_S19S.0037_U_1,Average,2137,0.999532054,S19S.0037,SW,U,,1.0,S19S_0037_ICR.1_p05,12-Aug-19,13:32,EST,White Clay Creek,2.0,Avondale,Pennsylvania,USA,Grass,Partly cloudy,Single-channel straight,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),10.0,10.0,Natural flow (seasonal),6.5,19.4,98.6,8.97,,,,,,,,Stroud Water Research Center,,Raven Bier. Clara Mendoza-Lera. Laura Zgleszewski,100,https://monitormywatershed.org/sites/WCC019/,Downstream,39.85883331,-75.78334808,Yes,SWRCWEATHER. https://monitormywatershed.org/sites/SWRCWEATHER/ ,Yes,3,No,,Yes,200m corn fields,Yes,DOC. temperature,https://doi.org/10.1002/eco.1891,Yes,https://stroudcenter.org/tag/white-clay-creek/,,WHONDRS_S19S,,,,,0.87,-42.3,-7.24,13.43,18.0,18.17,0.04,0.05
